date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2020-01-23,0.6971600000000001,0.609714,5.8,-7.5154000000000005,0.6,0.10295000000000001,0.265221506,0.0994475542,0.18110800000000002,0.4804259999999999,120.88217999999999,3.94
2020-01-16,0.7097800000000001,0.6005600000000001,5.12,-7.571920000000002,0.6,0.11286200000000003,0.2488300200000001,0.0760740262,0.18872400000000003,0.5079859999999998,120.16676000000001,3.98
2020-01-09,0.7059399999999999,0.562574,5.12,-8.150060000000002,0.62,0.13667000000000004,0.28917187999999994,0.0552440508,0.17114800000000005,0.48532799999999987,120.25828000000001,3.92
2020-01-02,0.6910200000000001,0.5673799999999999,5.76,-7.398440000000002,0.62,0.11975399999999997,0.30527020000000005,0.017250189000000003,0.15934400000000007,0.5008199999999999,116.38730000000001,3.96
2019-12-26,0.67536,0.5703119999999999,4.42,-7.579760000000002,0.64,0.136472,0.3445290000000001,0.014942523000000003,0.176696,0.49976,121.63472000000003,3.96
2019-12-19,0.6974799999999999,0.5893,5.72,-6.663700000000001,0.56,0.13314599999999996,0.33576179999999994,0.020050845600000002,0.15183000000000008,0.52708,117.94658000000005,3.98
2019-12-12,0.6977799999999997,0.6027800000000001,5.6,-6.832360000000001,0.6,0.1423,0.3176532,0.0172541066,0.18278999999999995,0.5244199999999999,122.76990000000005,4.0
2019-12-05,0.7420599999999999,0.71072,5.26,-6.302139999999998,0.74,0.12526,0.22509180000000004,0.0041332793999999985,0.18155,0.6616599999999998,123.99740000000006,3.98
2019-11-28,0.7444399999999999,0.64988,6.0,-6.698340000000001,0.68,0.12943000000000005,0.2349974000000001,0.004580619799999998,0.155978,0.6121719999999999,121.44348000000002,3.96
2019-11-21,0.7154399999999999,0.67012,5.7,-6.797640000000001,0.68,0.10728000000000006,0.24254398600000002,0.0486832938,0.19311000000000006,0.5698100000000001,124.71301999999997,3.92
2019-11-14,0.6922599999999999,0.5872357999999999,5.7,-7.984739999999999,0.48,0.138404,0.28820758600000007,0.1313477512,0.18300599999999995,0.47228399999999987,117.62638000000003,3.82
2019-11-07,0.6919999999999998,0.6057800000000001,6.32,-6.92086,0.48,0.110226,0.27897599999999995,0.0695921908,0.18754400000000004,0.5059719999999999,115.16277999999997,3.92
2019-10-31,0.7111400000000002,0.6032600000000001,6.26,-7.040400000000002,0.44,0.14485800000000001,0.23130051999999995,0.0708811358,0.19198800000000005,0.5577500000000001,118.68552,3.9
2019-10-24,0.7024999999999999,0.62094,5.88,-6.597320000000001,0.56,0.09984799999999996,0.24921116,0.06378852959999998,0.18497600000000003,0.521454,118.76236,3.92
2019-10-17,0.6721599999999998,0.61428,6.3,-7.00722,0.48,0.118072,0.27884948660000003,0.034015903400000005,0.1856319999999999,0.53084,118.61902000000005,3.94
2019-10-10,0.7040200000000002,0.6494999999999999,5.06,-6.723339999999997,0.46,0.13630199999999998,0.213689508,0.0314316114,0.18177599999999994,0.55324,123.01132000000003,3.94
2019-10-03,0.6734800000000001,0.6617800000000001,5.44,-6.57514,0.52,0.12278399999999998,0.25145262799999996,0.0547075256,0.190898,0.5458919999999999,119.56678,3.88
2019-09-26,0.71916,0.6679999999999998,5.42,-6.31794,0.44,0.113934,0.19848639999999992,0.018878324999999994,0.164788,0.5537000000000001,125.29803999999999,3.88
2019-09-19,0.7235400000000002,0.6633199999999999,5.56,-6.7426999999999975,0.52,0.15836799999999998,0.20992049999999995,0.0009396491999999999,0.16963800000000004,0.61188,123.50804,3.84
2019-09-12,0.7272,0.66146,5.7,-6.6243799999999995,0.46,0.17070799999999997,0.22248244000000006,0.019986323,0.156084,0.562162,124.41645999999997,3.96
2019-09-05,0.70344,0.6770599999999999,5.9,-6.759040000000002,0.52,0.152426,0.21365000000000006,0.061856164799999995,0.17470400000000003,0.5908820000000002,121.56500000000001,3.98
2019-08-29,0.6877,0.6422200000000001,5.3,-7.157719999999996,0.52,0.16432200000000008,0.24078922000000003,0.10647252159999997,0.16580999999999996,0.5577420000000002,123.37534,4.0
2019-08-22,0.6836199999999998,0.6525,4.9,-6.658120000000001,0.52,0.133768,0.25284618,0.07061241879999999,0.19681200000000001,0.5228220000000001,120.94671999999998,3.98
2019-08-15,0.70284,0.6567400000000001,5.2,-6.787599999999998,0.54,0.137254,0.2284413516,0.09934824240000002,0.19716799999999998,0.4879420000000001,120.43441999999999,3.94
2019-08-08,0.6999000000000001,0.6415,5.42,-7.134959999999999,0.58,0.14612799999999995,0.24407705999999998,0.0633751622,0.17914000000000005,0.48601000000000005,122.36744,3.96
2019-08-01,0.7101600000000003,0.63846,5.1,-7.191260000000001,0.62,0.154894,0.21020126000000006,0.0524799246,0.18141200000000005,0.47955000000000003,120.86202000000004,4.0
2019-07-25,0.7247800000000001,0.6331200000000001,5.06,-7.17718,0.54,0.15074600000000005,0.22409406,0.030068807800000007,0.17030800000000007,0.5440219999999999,120.17625999999998,4.04
2019-07-18,0.7357399999999998,0.6628399999999999,4.92,-6.6237,0.52,0.12206200000000003,0.20293686000000005,0.03109143880000001,0.16763800000000004,0.535742,122.71262,4.0
2019-07-11,0.7351799999999998,0.65474,5.0,-6.676159999999999,0.62,0.12817600000000004,0.20304485999999997,0.04035281959999999,0.16608599999999998,0.5212460000000001,120.58218000000001,4.02
2019-07-04,0.7208,0.6828,5.62,-6.648459999999999,0.62,0.121188,0.171981962,0.0705032142,0.20773599999999998,0.5348399999999998,119.12686000000002,4.0
