CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.31438599999999994,0.7022600000000001,0.5634799999999999,0.0461133258,5.08,0.17155400000000004,-8.62084,0.54,0.1775400000000001,121.78080000000004,3.98,0.50092
HND,0.26386040000000005,0.7458599999999999,0.6269799999999999,0.029623360400000007,5.42,0.16766800000000004,-6.138359999999999,0.62,0.14612599999999998,119.71466,3.98,0.57217
SWE,0.29836820000000003,0.66404,0.59014,0.04373889,5.46,0.187118,-7.4023,0.68,0.15016800000000002,124.78256000000002,3.92,0.496886
NOR,0.368138,0.6415399999999998,0.5477540000000001,0.0694938852,4.92,0.18201000000000006,-8.244639999999999,0.72,0.13017,122.18584,3.96,0.4873
LUX,0.306282,0.7226200000000002,0.6220600000000001,0.027286851600000002,5.36,0.178322,-6.9045000000000005,0.44,0.13278199999999998,121.73458000000002,4.0,0.4964919999999999
CYP,0.26832154,0.6496999999999998,0.6335399999999999,0.016605137199999998,5.76,0.15463600000000002,-7.073740000000003,0.44,0.11901599999999997,116.21582,4.0,0.464036
BRA,0.3336370000000001,0.7328000000000001,0.6644200000000001,0.0255842528,6.4,0.25943599999999994,-5.636260000000001,0.48,0.13717599999999994,130.48214,4.0,0.6269399999999999
FRA,0.41037500000000016,0.7013399999999999,0.5616199999999999,0.013648330599999998,5.54,0.14118400000000006,-7.443780000000001,0.5,0.134194,119.3621,3.98,0.4758580000000001
ECU,0.26257780000000003,0.7466799999999999,0.6535800000000002,0.01664059,4.74,0.165894,-5.5320399999999985,0.56,0.14218400000000006,118.44613999999999,4.0,0.6145399999999999
GTM,0.263956,0.7451599999999999,0.6180599999999999,0.029823306999999993,6.0,0.152126,-5.768020000000003,0.56,0.12635800000000005,120.4954,3.88,0.59268
BEL,0.34055240000000003,0.7091399999999998,0.5933000000000002,0.017218041599999998,5.08,0.16658199999999998,-7.001999999999999,0.56,0.14988400000000004,122.27882,3.94,0.4866880000000001
TUR,0.3837919999999999,0.6788200000000001,0.5804700000000002,0.0284201558,5.78,0.17659399999999995,-8.5087,0.16,0.15045000000000006,124.87076000000003,4.0,0.444138
NLD,0.33576179999999994,0.6974799999999999,0.5893,0.0200508456,5.72,0.15183000000000008,-6.663700000000001,0.56,0.13314599999999996,117.94658000000004,3.98,0.52708
HKG,0.45995,0.586,0.5304800000000001,0.0456781714,5.0,0.15549199999999996,-7.845159999999997,0.62,0.097198,116.93102000000003,4.0,0.404306
MYS,0.4341284000000001,0.6326600000000001,0.5307999999999999,0.0137521226,5.46,0.14318,-7.602439999999999,0.56,0.08345199999999997,118.98064,3.96,0.4374520000000001
IDN,0.4926352000000001,0.57552,0.4875800000000001,0.0078970234,5.28,0.16262999999999994,-7.9291,0.74,0.056726,115.45031999999999,4.02,0.41587800000000014
EST,0.2518826200000001,0.7254599999999999,0.6347800000000001,0.0429779446,6.02,0.191796,-7.111020000000003,0.44,0.12081399999999995,121.81888,4.04,0.47639
ESP,0.2906414,0.7145999999999998,0.6702600000000001,0.0003911496,4.58,0.16399400000000006,-5.810659999999998,0.5,0.13272000000000006,122.31896,3.96,0.6051199999999999
CZE,0.3893942,0.6327400000000001,0.5412020000000001,0.055308644199999986,5.26,0.161984,-8.199580000000003,0.64,0.09789399999999998,119.9833,3.94,0.41421800000000003
CRI,0.2450616,0.7331600000000003,0.6359799999999999,0.0006711858000000001,5.02,0.14336600000000002,-5.7983199999999995,0.54,0.15911199999999998,122.89043999999998,4.0,0.59526
VNM,0.5235583999999999,0.6218199999999999,0.47068,0.029997781600000006,5.24,0.14240799999999995,-7.748999999999999,0.54,0.06602799999999999,115.06264,3.96,0.4449200000000001
AUS,0.25721779999999994,0.72268,0.6202799999999999,0.016729104600000003,5.74,0.16412400000000002,-6.9764599999999986,0.6,0.13418800000000006,115.80996000000003,4.04,0.56158
LVA,0.30628344,0.7128800000000001,0.5833999999999999,0.013905753199999996,5.12,0.191656,-7.1973600000000015,0.6,0.11732799999999995,118.52706000000002,4.0,0.4895600000000001
GBR,0.3365262,0.6701199999999998,0.57198,0.0255935544,5.2,0.19194399999999992,-7.462540000000002,0.54,0.13637400000000002,115.82156,3.98,0.5035200000000001
DEU,0.2969618,0.6443399999999999,0.60906,0.057001542400000015,5.16,0.16457000000000005,-7.124280000000001,0.52,0.11931,115.27080000000002,4.0,0.4766520000000001
URY,0.238296,0.7355600000000001,0.6836399999999999,0.0011358092,5.48,0.15839599999999998,-5.5201400000000005,0.54,0.14112999999999995,124.52376000000001,3.98,0.6006199999999999
SVK,0.31604000000000004,0.6515999999999997,0.6018799999999997,0.038890368599999996,5.54,0.18463,-7.260479999999998,0.6,0.13237000000000004,119.26826000000001,3.92,0.43305999999999983
ARG,0.2251303999999999,0.7444600000000001,0.6803599999999996,0.014465039599999997,5.24,0.148582,-5.6146,0.52,0.12057800000000002,120.8716,3.98,0.6435
TWN,0.47357702,0.5738,0.5000800000000001,0.013942939,5.34,0.16525399999999998,-7.6910599999999985,0.74,0.07313000000000003,120.45112,3.98,0.3734000000000001
USA,0.24920500000000004,0.7018999999999999,0.5814600000000001,0.021844281800000004,5.34,0.17042199999999996,-6.9888,0.58,0.13269400000000006,116.81317999999996,3.98,0.4964600000000001
PRT,0.3672939999999999,0.711,0.5870000000000001,0.0273736226,5.68,0.149554,-6.969780000000003,0.46,0.142332,116.04548,4.02,0.5426999999999997
IRL,0.3213744559999999,0.68552,0.5550579999999999,0.069121883,5.52,0.16419599999999998,-8.254940000000001,0.52,0.13949000000000006,118.44496000000001,4.02,0.462794
DOM,0.2610508,0.75576,0.6551399999999998,0.0143802342,5.26,0.19776599999999994,-5.581219999999997,0.58,0.15947199999999995,121.44266000000002,4.04,0.59222
CHE,0.292758,0.6916800000000001,0.585674,0.057063081400000014,5.36,0.17183200000000004,-7.2019400000000005,0.6,0.13033,122.01824000000002,3.96,0.4732199999999999
LIE,0.26284926,0.6005800000000001,0.64456,0.090425184,5.58,0.207156,-6.981559999999997,0.64,0.08437399999999999,125.27520000000004,4.02,0.450164
LTU,0.2507234,0.7192400000000001,0.60846,0.042580852200000005,5.26,0.18883199999999994,-7.830300000000002,0.46,0.11524600000000006,119.66856,4.02,0.4713579999999999
JPN,0.10175355199999997,0.4825599999999999,0.8242799999999999,0.006544878200000001,5.5,0.20861399999999994,-5.0930800000000005,0.72,0.068924,124.39699999999998,3.94,0.5514800000000002
BOL,0.2646339999999999,0.7176400000000001,0.6382399999999999,0.016602384799999998,5.14,0.16135200000000002,-5.747439999999997,0.62,0.14351400000000006,125.41431999999999,4.0,0.5471600000000001
NIC,0.238922,0.7397000000000001,0.6583,0.0148305422,5.62,0.16707,-5.349619999999999,0.58,0.14298400000000006,123.55345999999996,3.98,0.5936
COL,0.2545556,0.7490399999999999,0.68482,0.0294859596,5.06,0.15235,-5.604219999999999,0.54,0.111636,116.47534000000002,4.02,0.6570999999999999
HUN,0.34219739999999993,0.6715199999999999,0.5991,0.0454312654,5.1,0.15266199999999994,-7.25444,0.56,0.12757200000000005,119.87406000000004,4.02,0.43858
SGP,0.4372327999999998,0.6252599999999997,0.499262,0.015305076599999998,5.38,0.16118400000000002,-7.935439999999998,0.68,0.09418600000000003,120.0421,3.96,0.4227600000000001
MEX,0.3258718,0.72716,0.5975400000000001,0.0317177114,5.06,0.14762600000000006,-5.998539999999998,0.56,0.11528200000000005,122.25923999999999,3.76,0.62812
BGR,0.22749798,0.73382,0.65728,0.015412374399999994,5.04,0.17061999999999994,-6.202300000000001,0.4,0.11684599999999998,123.77496000000002,4.02,0.5726100000000001
ROU,0.28790799999999994,0.7155999999999999,0.6117199999999999,0.013894685599999998,5.28,0.17291800000000004,-6.741539999999998,0.48,0.117048,117.40017999999998,4.04,0.4719100000000001
