CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.23457742740000004,0.6290819999999999,0.5947,0.1595415942,5.9,0.16776400000000002,-8.005320000000001,0.46,0.116972,115.7165,3.92,0.4162780000000001
HND,0.3167921057142857,0.5321428571428571,0.5935714285714286,0.06317008214285715,6.2857142857142865,0.17156428571428575,-7.623500000000001,0.7857142857142857,0.08737142857142857,113.60535714285714,3.928571428571429,0.4380714285714285
SWE,0.27588556200000003,0.6026400000000001,0.641112,0.1050786008,5.3,0.18145,-7.476719999999999,0.66,0.08018400000000002,129.81183999999996,3.98,0.4527460000000001
NOR,0.25346816800000005,0.5959399999999999,0.6052060000000001,0.0442170414,5.76,0.197458,-7.787160000000003,0.5,0.093174,125.30808,3.9,0.459408
LUX,0.2575133333333333,0.5393333333333333,0.4556666666666666,0.0007783333333333335,1.6666666666666667,0.11333333333333333,-8.158666666666667,0.6666666666666666,0.13743333333333332,108.66533333333332,4.0,0.25833333333333336
CYP,0.166364,0.662,0.628,0.02299526,5.0,0.11372,-7.617400000000001,0.8,0.14001999999999998,143.437,4.0,0.4564
BRA,0.2732111,0.6146799999999999,0.6225600000000001,0.0320901642,5.0,0.22887800000000005,-7.022299999999999,0.58,0.164276,127.99845999999997,3.92,0.4361440000000001
FRA,0.25683088,0.63822,0.57668,0.0421150646,4.7,0.20960399999999998,-8.277339999999999,0.58,0.182976,121.4537,3.92,0.4474719999999999
ECU,0.21693010200000004,0.6190599999999998,0.6743200000000001,0.048728076200000026,4.8,0.17080199999999998,-6.7468,0.52,0.08743600000000003,119.47551999999996,3.94,0.5269199999999999
GTM,0.1819692977272727,0.5697045454545454,0.6975909090909093,0.0623794309090909,5.0,0.2944340909090909,-7.125454545454545,0.6363636363636364,0.07329318181818181,131.61150000000004,3.9090909090909087,0.5044454545454545
BEL,0.32204439999999984,0.5915600000000001,0.5780002000000001,0.16422721839999999,4.76,0.14223399999999994,-9.6987,0.56,0.090674,119.82543999999996,3.86,0.4317480000000001
TUR,0.25637366,0.6107600000000001,0.5785040000000001,0.2035185174,5.28,0.15808200000000006,-8.131579999999998,0.5,0.09599999999999996,120.50786000000004,4.0,0.4436560000000001
NLD,0.29787892000000016,0.5972000000000001,0.6255359999999999,0.0910323404,5.34,0.18215599999999998,-7.981160000000003,0.56,0.10659200000000002,122.26903999999992,3.9,0.46758599999999995
HKG,0.4416,0.5625714285714284,0.5418761904761905,0.17359642047619048,5.523809523809524,0.19087142857142855,-9.091619047619048,0.7142857142857143,0.08757619047619047,114.33923809523807,3.9047619047619047,0.30307142857142866
MYS,0.192329028,0.6347200000000001,0.6208200000000003,0.005866174199999999,4.96,0.159532,-6.717099999999999,0.66,0.11798399999999999,122.13086,4.02,0.4405020000000001
IDN,0.26071557999999995,0.59882,0.6631200000000002,0.0075311064,5.08,0.17864800000000006,-5.9203199999999985,0.56,0.11282600000000002,122.49439999999998,3.98,0.5064320000000001
EST,0.4055,0.6707,0.6098800000000001,0.16340357,6.8,0.20524,-9.7436,0.6,0.055050000000000016,120.8342,4.0,0.6293000000000001
ESP,0.30556924,0.63174,0.60428,0.07346179580000001,4.94,0.17848399999999998,-7.468659999999999,0.66,0.13627400000000006,123.42741999999996,4.04,0.4582040000000001
CZE,0.29418276000000004,0.5632000000000003,0.6656399999999999,0.17509443519999998,6.0,0.246852,-7.23228,0.44,0.114216,117.34556,3.96,0.4840439999999999
CRI,0.25582128,0.57844,0.6482799999999999,0.1064247338,4.66,0.191552,-7.63328,0.66,0.104002,127.58091999999999,3.9,0.4716579999999999
AUS,0.21978914,0.6209799999999999,0.6038600000000001,0.1027743074,5.74,0.185378,-7.629679999999998,0.56,0.10558399999999997,123.47518000000001,3.94,0.4550979999999999
LVA,0.13458544285714286,0.5340476190476191,0.7149047619047619,0.16984238523809522,5.571428571428571,0.18613809523809524,-6.52352380952381,0.5714285714285714,0.08888095238095238,117.98028571428569,4.0,0.4043809523809524
GBR,0.219744262,0.5827999999999999,0.629208,0.11450737140000003,5.62,0.20077599999999995,-7.61158,0.64,0.10505,123.20051999999997,3.94,0.4445660000000002
DEU,0.19957742,0.6606399999999999,0.6831599999999999,0.05907740440000001,5.06,0.18424000000000004,-6.740139999999999,0.7,0.13245400000000004,120.40981999999997,4.02,0.4885000000000002
