CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.2986904280000001,0.6646800000000002,0.595298,0.1167117114,5.32,0.15264200000000006,-8.035480000000002,0.6,0.12276800000000003,125.17551999999998,3.9,0.491766
HND,0.2631442,0.67396,0.6646399999999999,0.016392738799999997,5.52,0.209992,-5.970440000000001,0.62,0.095936,122.91651999999999,3.92,0.541614
SWE,0.2729853480000001,0.6954,0.6248600000000001,0.04066238200000001,5.3,0.17527800000000007,-7.008740000000002,0.56,0.120886,124.3397,3.9,0.5019539999999999
NOR,0.25739426000000004,0.6758,0.6240600000000001,0.051664440200000016,5.8,0.180258,-6.8888599999999975,0.64,0.10516800000000004,128.56993999999997,3.98,0.5007119999999999
LUX,0.23189912,0.6750600000000003,0.6242,0.016837114200000003,5.48,0.141424,-6.104940000000003,0.62,0.10111400000000004,120.07113999999996,3.96,0.4454560000000001
CYP,0.22600584,0.69612,0.64644,0.0143484552,5.62,0.159524,-5.93824,0.58,0.08799199999999997,117.52025999999996,3.96,0.50133
BRA,0.2521581600000001,0.72404,0.6674399999999998,0.003978303999999999,5.64,0.18905000000000005,-5.799740000000003,0.62,0.140914,134.20766,3.88,0.548466
FRA,0.27510712000000004,0.70412,0.6388999999999999,0.0735252436,6.14,0.15182600000000002,-6.936460000000002,0.34,0.10502399999999998,123.88175999999996,4.04,0.5081460000000001
ECU,0.2789306,0.7283200000000002,0.6822400000000001,0.0013556119999999993,5.32,0.15898200000000004,-5.47394,0.64,0.1213,127.21202000000002,3.94,0.6113400000000001
GTM,0.204413,0.7233799999999998,0.7140000000000002,0.015491351,5.4,0.15327800000000005,-4.853460000000001,0.64,0.10679199999999996,121.64822,3.96,0.6106
BEL,0.28097982800000004,0.6603060000000001,0.6091780000000001,0.180685285,5.48,0.146886,-7.9661000000000035,0.56,0.09262599999999996,120.36651999999998,3.9,0.474134
TUR,0.389246748,0.590726,0.5709599999999999,0.13996110619999996,4.84,0.15834800000000007,-8.91188,0.4,0.087602,124.2263,4.0,0.4459540000000001
NLD,0.270952376,0.70272,0.63358,0.1079351308,5.68,0.15891400000000006,-7.8474,0.68,0.09276399999999996,123.92930000000004,3.94,0.5451600000000001
HKG,0.4336338000000001,0.570422,0.4867139999999999,0.0924749176,5.18,0.16993400000000006,-9.472320000000002,0.76,0.06741799999999999,121.31841999999999,3.9,0.417882
MYS,0.32351060000000004,0.6455599999999998,0.5657400000000002,0.0076916621999999985,5.36,0.192136,-7.192220000000002,0.6,0.080746,122.76463999999999,3.94,0.5163340000000001
IDN,0.4054166580000001,0.6157799999999999,0.5383399999999999,0.020987825,4.76,0.17510800000000004,-7.19136,0.68,0.069348,124.45315999999994,3.94,0.4773540000000001
EST,0.307807288,0.6652199999999999,0.6033399999999999,0.059120188399999996,5.46,0.21590800000000004,-7.29092,0.56,0.10983599999999998,124.92256000000003,4.0,0.453004
ESP,0.24965466000000006,0.7109000000000002,0.6646079999999999,0.0233049214,5.88,0.155644,-6.117579999999999,0.44,0.11179,122.05928,3.96,0.592474
CZE,0.24138046,0.6506200000000001,0.6466399999999999,0.05669819080000001,5.68,0.19793,-6.597340000000003,0.6,0.09287999999999996,125.66776000000002,3.96,0.4687739999999999
CRI,0.24404846,0.6422,0.61426,0.07181278140000001,5.86,0.199882,-7.071440000000004,0.58,0.10068200000000001,123.86006000000003,3.96,0.48086599999999996
VNM,0.4870629999999999,0.6004399999999999,0.479628,0.026104937,5.98,0.177218,-8.555660000000001,0.68,0.064634,128.83244000000002,3.92,0.419264
AUS,0.290860628,0.6977000000000001,0.5979999999999999,0.0104269848,5.94,0.16263000000000002,-6.7819600000000015,0.66,0.09445399999999997,121.55489999999996,3.96,0.522874
LVA,0.24659120000000004,0.6783000000000001,0.6707800000000002,0.0169846054,5.36,0.20338400000000006,-6.0925600000000015,0.58,0.11736400000000005,122.15469999999998,3.96,0.4548920000000001
GBR,0.2738791800000001,0.67506,0.6202,0.0558487462,5.88,0.14508200000000004,-6.2965,0.66,0.09500199999999998,125.61082,3.96,0.47928000000000004
DEU,0.27190482800000004,0.6924600000000001,0.624598,0.09978631219999996,5.48,0.17036600000000002,-7.679800000000001,0.62,0.102178,121.61848,4.0,0.5035840000000001
URY,0.26911399999999996,0.7246400000000002,0.6895200000000001,0.0015837912,5.84,0.17296999999999996,-5.2464200000000005,0.5,0.11558599999999995,120.9382,3.96,0.5802740000000001
SVK,0.272948148,0.645432,0.6340399999999998,0.020375945800000003,5.26,0.17077200000000006,-6.580239999999999,0.54,0.08842,122.0307,3.96,0.431604
ARG,0.25024482000000003,0.7182800000000001,0.6691600000000001,0.054116419000000006,6.06,0.17612200000000006,-6.167619999999999,0.6,0.11538199999999997,123.46118,3.96,0.5520400000000002
TWN,0.3244054000000001,0.6452600000000003,0.5999800000000001,0.0228430276,4.76,0.18433600000000006,-6.847339999999999,0.7,0.06119,124.40686000000001,4.0,0.5198140000000001
USA,0.25419980000000003,0.7000799999999999,0.62064,0.0013988820000000002,5.62,0.190836,-6.4975,0.56,0.1338,125.97144000000004,3.98,0.5007540000000001
PRT,0.3224446,0.6794,0.5701599999999999,0.029912044000000006,5.8,0.183686,-7.468779999999996,0.44,0.108268,124.5232,3.98,0.4792960000000002
IRL,0.2593220000000001,0.6720800000000001,0.6063599999999999,0.0035770402,5.4,0.15919000000000005,-6.534299999999999,0.72,0.099122,124.63043999999998,3.96,0.498254
DOM,0.2459626000000001,0.7292200000000001,0.6660399999999999,0.002078968,4.56,0.15830600000000006,-5.566300000000001,0.56,0.11422199999999995,126.75678,3.94,0.5564760000000001
CHE,0.21960828400000004,0.6883999999999999,0.6593979999999999,0.0670460712,5.24,0.16524199999999994,-6.067519999999999,0.68,0.10034999999999997,126.0261,3.98,0.5082460000000002
LTU,0.2676300600000001,0.6260319999999999,0.5902600000000001,0.030333992000000008,5.28,0.227928,-7.553139999999997,0.6,0.094584,125.3166,4.0,0.4375120000000001
JPN,0.19934536800000008,0.5781199999999999,0.7620600000000003,0.0065060102,4.86,0.24773,-5.032780000000001,0.68,0.08439000000000002,129.54396000000006,3.96,0.5672399999999999
BOL,0.205788,0.6928200000000001,0.7108399999999999,0.007447159800000003,5.62,0.19113600000000006,-5.1497,0.58,0.10702399999999997,125.8261,4.0,0.5597260000000001
NIC,0.25006019999999995,0.72748,0.7086600000000001,0.008648329399999998,5.68,0.16860400000000006,-4.9172,0.52,0.09972600000000002,114.73996,3.98,0.6019000000000001
COL,0.2555098,0.7183600000000004,0.69196,0.025449166400000004,5.12,0.17156799999999994,-5.760299999999997,0.66,0.11128199999999998,115.39236000000002,3.98,0.5977800000000001
HUN,0.21796800400000005,0.67192,0.6687999999999998,0.0410019274,5.04,0.17639600000000005,-6.26698,0.52,0.110614,126.06272,3.98,0.4589320000000003
SGP,0.33855366000000003,0.62684,0.591106,0.0054046224000000006,5.02,0.202392,-7.026,0.68,0.07143400000000001,125.20576000000001,3.96,0.4643060000000001
MEX,0.271214,0.7080400000000001,0.6553200000000001,0.002101046399999999,5.24,0.15904800000000002,-5.924299999999999,0.72,0.09844800000000001,126.61131999999998,3.94,0.5767140000000002
BGR,0.22351008,0.6647120000000002,0.5898399999999999,0.0177585818,5.28,0.235646,-7.679639999999997,0.56,0.10702999999999996,125.08553999999997,3.96,0.4328320000000001
ROU,0.27639648,0.6265800000000001,0.6121599999999997,0.0300899954,5.04,0.23284600000000005,-6.809179999999998,0.6,0.09705,121.42590000000004,4.0,0.420962
ZAF,0.19625346000000005,0.7146400000000002,0.6484000000000001,0.0574842522,5.3,0.16731599999999994,-6.802239999999999,0.6,0.09609399999999997,119.02991999999996,3.98,0.494026
ITA,0.36072362799999996,0.6483800000000001,0.5848800000000002,0.0407713606,5.38,0.16196000000000005,-7.1452,0.56,0.08905000000000003,116.12676000000002,3.84,0.4423820000000001
