CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.2650314519999999,0.5586479999999999,0.6097020000000001,0.08886351399999999,5.24,0.17452,-7.572499999999996,0.54,0.10441999999999996,124.31446000000001,3.98,0.3519280000000001
HND,0.21318300000000004,0.6430600000000001,0.6827999999999997,0.0026084856,5.86,0.203148,-5.859540000000001,0.58,0.07760600000000001,116.64570000000002,4.0,0.5071479999999999
SWE,0.25068794000000005,0.61682,0.6471520000000001,0.0390316234,5.32,0.19462400000000005,-6.7027399999999995,0.54,0.092498,117.08023999999996,3.98,0.49416
NOR,0.20105322799999992,0.6444759999999998,0.6422399999999999,0.0414013424,5.06,0.16142800000000002,-7.375759999999998,0.6,0.12684600000000001,117.64990000000002,4.0,0.4571639999999999
LUX,0.15933458000000006,0.6371600000000001,0.6841000000000003,0.020249585399999995,4.88,0.187466,-6.063600000000001,0.62,0.10856800000000004,112.76981999999997,4.0,0.4717080000000001
CYP,0.17064756000000006,0.6094200000000001,0.6481800000000001,0.00664472,5.66,0.17367799999999994,-7.01352,0.52,0.06767000000000001,120.39867999999998,3.96,0.503788
BRA,0.2880224,0.6070599999999998,0.5934799999999999,0.0200983008,5.68,0.17320999999999995,-7.480079999999997,0.52,0.10282799999999996,119.4268,3.94,0.380918
FRA,0.31323259999999997,0.6018880000000002,0.6335999999999999,0.07114061859999997,5.46,0.17552999999999996,-7.024080000000001,0.6,0.14315200000000006,122.3377,3.96,0.4184279999999999
ECU,0.1850484,0.6760200000000001,0.7098000000000002,0.0007604083999999997,6.02,0.19852999999999998,-5.7708999999999975,0.44,0.07901799999999999,113.96751999999998,3.98,0.591508
GTM,0.20956539999999996,0.63322,0.7115600000000002,0.0021840332000000002,4.88,0.189716,-5.674980000000001,0.54,0.07748400000000003,114.97452,3.98,0.5271240000000001
BEL,0.22190664000000013,0.6157799999999999,0.6410199999999999,0.052094423999999986,6.22,0.17914799999999995,-6.8998,0.5,0.117884,118.19539999999998,4.0,0.3859
TUR,0.21110339999999994,0.6520199999999999,0.6285599999999999,0.031973904000000004,5.26,0.20318399999999992,-7.415760000000002,0.46,0.103224,119.3474,3.96,0.399732
NLD,0.132559608,0.6669799999999999,0.7132399999999999,0.06160645320000002,5.96,0.188158,-6.5851599999999975,0.54,0.13323600000000002,116.27516000000004,4.02,0.52336
HKG,0.19113940000000004,0.5972399999999998,0.6863199999999998,0.002409736,5.02,0.206916,-6.08714,0.64,0.08044400000000003,122.21268000000002,3.98,0.439904
MYS,0.21347619999999995,0.5994600000000001,0.64044,0.039281027999999996,5.52,0.22228400000000004,-6.922599999999997,0.66,0.08397400000000001,123.94298000000002,3.96,0.41618400000000016
IDN,0.24904817999999995,0.60528,0.6737199999999999,0.0030188255999999986,5.86,0.198036,-5.865039999999999,0.54,0.073896,123.07203999999996,3.98,0.4512600000000001
EST,0.17094434,0.6434399999999998,0.6727199999999999,0.0259360252,4.86,0.21076199999999998,-6.137020000000002,0.62,0.100188,111.32104,4.0,0.4371800000000001
ESP,0.2527188,0.6140599999999998,0.6683620000000002,0.025908747799999996,5.3,0.16814800000000002,-6.668920000000003,0.66,0.08822799999999999,119.40912,3.94,0.5476239999999999
CZE,0.188155632,0.6385199999999999,0.6767199999999999,0.023276031600000004,5.68,0.20217400000000008,-6.5760200000000015,0.46,0.10809400000000001,120.32291999999997,4.0,0.41221599999999997
CRI,0.2243248,0.6131599999999999,0.6392800000000001,0.004835998199999999,6.34,0.16995599999999994,-6.653479999999999,0.54,0.09277800000000004,113.7173,3.98,0.4427560000000001
AUS,0.31142499999999995,0.59782,0.5745000000000001,0.030560454199999993,5.3,0.184936,-7.5554200000000025,0.7,0.09569400000000003,111.92834,3.94,0.4189300000000001
LVA,0.19044087999999995,0.6032,0.6167399999999998,0.0037243304,5.36,0.23233,-7.0459,0.72,0.10920799999999996,110.49372,4.0,0.4034920000000001
GBR,0.18681022000000005,0.5754680000000001,0.6590199999999998,0.06007942099999999,5.76,0.2268340000000001,-7.027699999999999,0.6,0.097858,120.09648,3.98,0.3870880000000001
DEU,0.15818483199999994,0.6424600000000003,0.6962000000000002,0.046160138200000006,5.38,0.18179,-6.464240000000001,0.52,0.131412,118.46585999999998,3.96,0.4696199999999999
