CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.2323048422,0.6366200000000002,0.6736999999999999,0.0495875366,5.66,0.15790600000000002,-7.2469800000000015,0.46,0.16000799999999998,119.65576,4.0,0.391506
HND,0.20878076000000004,0.7402800000000002,0.6717799999999999,0.006651051399999999,5.3,0.18517600000000006,-5.984579999999999,0.52,0.117476,118.30942,3.98,0.5312
SWE,0.2220562421999999,0.6748200000000001,0.63908,0.013196894399999999,5.74,0.181624,-6.905639999999997,0.56,0.128652,120.98189999999997,3.98,0.4709420000000001
NOR,0.16993472219999992,0.6653199999999999,0.6756,0.034177640399999994,5.76,0.185864,-6.40364,0.46,0.116916,123.14371999999996,4.0,0.481282
LUX,0.18445280000000006,0.6950200000000002,0.6869200000000001,0.0030235045999999987,5.82,0.182912,-5.864960000000001,0.52,0.14336799999999994,119.1206,3.98,0.4852060000000001
CYP,0.19890640000000004,0.62866,0.6313,0.0092157722,6.2,0.18863600000000005,-6.9278400000000016,0.62,0.09759000000000002,126.62918,3.92,0.4796660000000002
BRA,0.18323466219999995,0.65322,0.7090000000000001,0.044731816400000006,6.0,0.191306,-5.72502,0.54,0.100428,123.21744000000002,4.04,0.477162
FRA,0.23419472220000004,0.6702199999999999,0.6812400000000001,0.11109967799999998,5.88,0.16049999999999995,-6.677400000000001,0.36,0.14974400000000002,120.81999999999998,4.0,0.4602580000000002
ECU,0.17422212219999994,0.71468,0.7267600000000001,0.0097999674,5.52,0.191996,-5.319800000000002,0.46,0.108666,116.23489999999998,3.94,0.559282
GTM,0.1880827222,0.7199000000000001,0.7085600000000001,0.009892529200000002,5.28,0.20803200000000005,-5.438839999999999,0.58,0.11904399999999997,119.68588,3.98,0.5512420000000001
BEL,0.22691772220000006,0.6314800000000003,0.625776,0.049296110199999986,6.02,0.157478,-7.0671399999999975,0.48,0.11619000000000002,127.86479999999996,3.92,0.4867620000000001
TUR,0.2992236022000001,0.62042,0.6028160000000001,0.0916337694,5.4,0.175672,-8.590819999999997,0.34,0.096008,116.01551999999998,3.9,0.4214020000000001
NLD,0.2107729402,0.6791799999999999,0.6694,0.06954607639999999,6.04,0.13696200000000006,-6.359539999999997,0.4,0.110966,123.1751,4.0,0.4806919999999999
HKG,0.2324768,0.6382400000000001,0.618024,0.0002419610000000001,5.48,0.186394,-6.1381,0.72,0.10773199999999998,121.22493999999999,3.96,0.4703620000000001
MYS,0.28228820000000004,0.6088400000000003,0.618164,0.0188426134,6.14,0.17569599999999996,-6.389880000000001,0.66,0.10504399999999993,129.39313999999996,3.92,0.420416
IDN,0.3125856000000001,0.5992000000000001,0.6139600000000001,0.0001615288,5.18,0.17122800000000005,-6.07634,0.72,0.09829999999999997,122.5794,3.88,0.4311660000000001
EST,0.16863800000000004,0.6775800000000001,0.6453199999999998,0.0038909508,6.14,0.183612,-6.156300000000001,0.58,0.13444000000000006,123.71810000000004,3.98,0.481642
ESP,0.17900372219999994,0.7032800000000001,0.7185200000000002,0.0116784276,6.0,0.194054,-5.650060000000001,0.52,0.12607600000000002,112.58489999999998,3.96,0.5462020000000002
CZE,0.18215707419999996,0.6572,0.6787000000000001,0.029419347000000002,5.58,0.181244,-6.3578600000000005,0.5,0.12971000000000005,128.81436000000002,3.94,0.42782200000000015
CRI,0.22493812219999995,0.6489400000000001,0.6787400000000001,0.08319955220000003,5.94,0.20582800000000007,-6.46052,0.54,0.09713,119.34132,3.96,0.478682
VNM,0.339963,0.6333200000000002,0.5511780000000001,0.0248811828,5.6,0.16704599999999994,-6.8645799999999975,0.7,0.085114,119.2656,3.92,0.4144660000000001
AUS,0.13147556219999992,0.6572600000000003,0.68592,0.014057200600000002,5.86,0.184624,-6.107399999999998,0.5,0.12788999999999998,123.29786000000001,3.96,0.4435
LVA,0.19129896,0.6755800000000001,0.66988,0.0163563208,5.86,0.189702,-6.16274,0.62,0.14850000000000002,124.2712,3.96,0.4940859999999999
GBR,0.20580186219999988,0.6533600000000003,0.6868599999999999,0.0579800246,5.6,0.16805400000000004,-6.067560000000001,0.42,0.15292000000000006,122.54228,4.02,0.4445420000000001
DEU,0.20510088020000009,0.6721199999999999,0.6723599999999997,0.05325613040000001,5.34,0.158162,-6.601239999999999,0.5,0.143544,126.20483999999999,4.0,0.4408179999999999
URY,0.16094940000000002,0.73352,0.7075599999999997,0.0097219442,5.62,0.19497400000000006,-5.19684,0.54,0.09662200000000004,116.10805999999998,3.96,0.5870599999999999
SVK,0.16578835200000006,0.65978,0.6763199999999999,9.22816e-05,6.1,0.19678,-5.58084,0.58,0.129328,119.63072,3.94,0.4758660000000001
ARG,0.1611068882,0.6924600000000001,0.7188800000000001,0.030825890800000002,5.1,0.21402400000000005,-5.6389400000000025,0.54,0.09836399999999998,115.25532,3.96,0.5503560000000002
TWN,0.3033679999999999,0.6358400000000002,0.5974839999999999,0.030390638,5.7,0.18716,-6.452540000000003,0.74,0.08745799999999998,121.85236,3.9,0.4360499999999998
USA,0.16495532219999998,0.6845000000000002,0.6604000000000001,0.010043963000000001,5.46,0.161496,-5.828240000000003,0.5,0.12677799999999995,122.82585999999998,3.96,0.439382
PRT,0.1846481222,0.6499199999999999,0.65768,0.1018151874,6.5,0.165696,-6.7114600000000015,0.42,0.122564,124.82903999999999,3.96,0.4676020000000001
IRL,0.24610454020000005,0.6593200000000001,0.6413000000000001,0.06903063720000001,6.14,0.18098800000000004,-6.624219999999998,0.6,0.11715,121.76463999999996,4.0,0.4789419999999999
DOM,0.21057800000000004,0.7400200000000001,0.67682,0.0017318855999999998,5.18,0.197178,-5.70144,0.5,0.124242,122.42693999999996,3.98,0.5250659999999999
CHE,0.21243432220000005,0.6479400000000003,0.6735800000000001,0.030007694400000007,6.2,0.16007399999999994,-6.255540000000001,0.5,0.15044199999999994,118.02198,4.02,0.439072
LTU,0.1911588822,0.6609800000000001,0.6309359999999999,0.044199547400000004,5.88,0.15355999999999995,-6.453439999999998,0.58,0.13033600000000006,127.14122000000003,3.98,0.4589940000000001
