CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.24372072000000006,0.7163,0.6561599999999997,0.0403370446,5.6,0.16294600000000006,-7.034959999999996,0.4,0.14939000000000002,120.46295999999998,4.0,0.462206
HND,0.27158599999999994,0.7356199999999999,0.6685800000000001,0.005650047399999999,5.46,0.167062,-5.805020000000002,0.54,0.126926,121.88892000000004,4.0,0.6070100000000002
SWE,0.2586334000000001,0.6643399999999999,0.6471800000000001,0.0393419798,5.28,0.19541799999999995,-7.015639999999999,0.56,0.12290400000000005,110.28668000000002,3.92,0.4692560000000002
NOR,0.17465186000000002,0.7047799999999996,0.6937399999999999,0.038356666000000005,5.96,0.222942,-6.641660000000001,0.42,0.13756000000000002,113.66881999999998,3.98,0.5501760000000001
LUX,0.2716054000000001,0.73222,0.6541399999999999,0.014523307800000003,5.9,0.16960199999999992,-5.8006400000000005,0.34,0.13752400000000006,115.30538,4.02,0.5127640000000001
CYP,0.25079120000000005,0.69326,0.6696200000000002,0.006866726000000001,5.52,0.14773399999999995,-5.879860000000001,0.44,0.124036,121.19583999999999,4.02,0.45268800000000003
BRA,0.39293799999999984,0.7110400000000001,0.6619399999999999,0.0079821776,4.96,0.21353200000000003,-6.568639999999999,0.52,0.14284400000000005,126.52713999999996,3.94,0.603742
FRA,0.2969512,0.71408,0.6382599999999999,0.02800788459999999,4.68,0.16676400000000002,-6.676979999999999,0.3,0.14527600000000004,118.76728000000004,3.98,0.4723280000000002
ECU,0.24325479999999997,0.7323000000000002,0.6867800000000001,0.026117483599999998,5.94,0.16082399999999994,-5.66414,0.38,0.11250400000000002,114.34421999999996,3.98,0.5901120000000002
GTM,0.2590568,0.72954,0.6886800000000001,0.038814513,6.22,0.16486999999999996,-5.3590599999999995,0.52,0.118288,118.57698,3.98,0.6101800000000002
BEL,0.24399144000000006,0.72622,0.6506400000000001,0.07843554520000001,4.92,0.138,-7.0977799999999975,0.4,0.12970599999999996,119.6128,4.0,0.479868
TUR,0.3636540000000001,0.6742199999999999,0.6064200000000001,0.020782510200000003,5.82,0.15706799999999996,-7.373080000000002,0.4,0.11221000000000002,118.2325,3.98,0.458724
NLD,0.2318016,0.7136600000000001,0.6687399999999998,0.041204966,6.18,0.13329799999999994,-6.6907,0.38,0.13586399999999998,115.4225,3.98,0.520654
HKG,0.35932639999999993,0.61952,0.6098800000000001,0.025339919400000004,4.96,0.17639399999999994,-7.106479999999998,0.66,0.09469,123.40823999999999,3.96,0.447312
MYS,0.29893420000000004,0.6375599999999998,0.6012400000000001,0.006160287600000001,5.88,0.158274,-7.0334,0.66,0.08355400000000003,124.18376,3.92,0.4169820000000001
IDN,0.34534298,0.6436999999999999,0.5783600000000001,0.0136516472,5.54,0.171094,-6.856680000000001,0.7,0.076646,114.13110000000002,3.96,0.44019
EST,0.22084200000000004,0.7090399999999998,0.6710200000000001,0.008363265200000003,5.16,0.18547000000000005,-6.1072799999999985,0.56,0.12472400000000003,118.25804,3.98,0.4856400000000001
ESP,0.2783992,0.7116799999999999,0.6688099999999997,0.04819092239999999,6.36,0.16281199999999996,-6.058699999999997,0.4,0.12031800000000005,120.53213999999998,4.0,0.5714860000000002
CZE,0.2322520600000001,0.6813799999999999,0.6743859999999999,0.0543649608,6.32,0.20519,-6.7813599999999985,0.5,0.13594999999999996,116.61252000000002,3.98,0.486926
CRI,0.23336316,0.7215199999999998,0.67342,0.032610403200000006,5.22,0.16151799999999994,-5.605100000000001,0.48,0.144986,120.23428,4.0,0.5963020000000001
VNM,0.4527911999999998,0.6540399999999998,0.5740000000000001,0.0394033266,5.1,0.16333199999999998,-7.136200000000001,0.58,0.086056,119.50144,3.94,0.4201220000000001
AUS,0.2516231200000001,0.6860600000000001,0.5964948000000002,0.0745162594,4.96,0.16941599999999998,-7.325920000000001,0.54,0.14267600000000005,108.46575999999996,4.04,0.43949799999999983
LVA,0.17178466000000006,0.7220399999999998,0.6419600000000001,0.0277859788,5.9,0.17979200000000006,-6.670679999999999,0.48,0.162634,115.73019999999998,3.98,0.4637399999999999
GBR,0.22290308000000006,0.72142,0.6416600000000001,0.0114562912,5.16,0.13364600000000001,-6.4926,0.44,0.16333399999999995,111.72528,4.02,0.51042
DEU,0.20814046000000008,0.7420399999999999,0.6638600000000001,0.0313203326,5.96,0.184958,-6.367499999999998,0.38,0.16268600000000005,114.89596000000002,4.02,0.50241
URY,0.2358558,0.7344200000000001,0.6824399999999999,0.0058586312,5.7,0.16795399999999994,-5.399540000000001,0.46,0.123052,119.82608000000002,3.98,0.6245999999999999
SVK,0.21503126000000006,0.7025399999999999,0.6726400000000001,0.0374111632,6.18,0.216692,-6.168159999999998,0.44,0.15358800000000006,114.27147999999997,4.0,0.483676
ARG,0.2648356,0.73564,0.6514279999999998,0.020353748,6.08,0.16460199999999994,-6.574440000000001,0.48,0.13624799999999998,117.65267999999998,3.98,0.5981960000000001
TWN,0.357281124,0.6122799999999998,0.612202,0.044416578,5.76,0.161688,-7.151680000000001,0.7,0.07721200000000003,119.29376000000002,3.94,0.4118020000000001
USA,0.19040739999999998,0.7292200000000004,0.6519400000000001,0.0218011608,5.02,0.18812,-6.300299999999997,0.5,0.17562999999999995,108.58253999999997,4.04,0.4581079999999999
PRT,0.30782859999999995,0.7235,0.62946,0.008446207399999999,5.28,0.160354,-6.884439999999998,0.36,0.15708200000000005,112.47919999999998,4.04,0.5366679999999998
