CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.25544760000000005,0.6197600000000001,0.6385040000000002,0.015410942399999994,4.94,0.22628,-6.728459999999997,0.58,0.16758399999999998,116.35090000000004,3.9,0.4305139999999997
HND,0.2267046,0.7374600000000001,0.658066,0.0003801494000000001,4.18,0.15766000000000002,-5.5771000000000015,0.6,0.11853200000000005,120.05773999999998,3.94,0.5303599999999999
SWE,0.3057893999999999,0.6074399999999998,0.62762,0.0185649848,5.02,0.21278,-6.896459999999998,0.72,0.15401199999999998,117.58350000000004,3.8,0.5049
NOR,0.21744080000000005,0.66892,0.6895600000000001,0.0161697388,6.02,0.21101999999999999,-6.3347000000000016,0.62,0.164168,111.40168,3.88,0.5389399999999999
LUX,0.2449210000000001,0.6997600000000002,0.66396,0.010290749200000001,4.58,0.21265799999999999,-6.0146200000000025,0.6,0.19585400000000008,117.47727999999998,3.9,0.46
CYP,0.20712754000000005,0.6412400000000003,0.6181199999999999,0.005736634399999999,6.16,0.195366,-6.3849800000000005,0.48,0.13451000000000002,116.67083999999996,3.86,0.432012
BRA,0.2290893999999999,0.68188,0.6629799999999999,0.014072765800000001,5.12,0.2333780000000001,-6.1299600000000005,0.48,0.150094,123.74313999999998,4.0,0.51648
FRA,0.31550848000000004,0.7134600000000003,0.6451000000000003,0.012445510800000002,4.94,0.219196,-6.60116,0.64,0.18454400000000004,114.44058,3.96,0.51122
ECU,0.1876661,0.7203999999999999,0.71304,0.0154657546,4.6,0.15602000000000008,-4.85346,0.62,0.11992000000000005,119.744,3.96,0.5801600000000002
GTM,0.217932,0.7199399999999999,0.6831659999999998,0.0002813664,4.68,0.164984,-5.440319999999998,0.62,0.14147400000000002,119.25907999999998,3.96,0.5315199999999999
BEL,0.27363979999999993,0.71368,0.6717,0.0224007818,5.76,0.197016,-6.0215200000000015,0.5,0.16858799999999996,117.53812,3.92,0.51146
TUR,0.3012982,0.6235199999999999,0.628058,0.0758316292,4.98,0.21679800000000005,-7.41746,0.42,0.132118,109.61592000000002,3.96,0.4622300000000002
NLD,0.29614181399999995,0.6642400000000002,0.621596,0.0132175544,4.8,0.23505000000000004,-7.98194,0.68,0.192546,115.87628,3.78,0.4659400000000001
HKG,0.3668384,0.61566,0.5707199999999999,0.0004817,4.44,0.184924,-6.706059999999999,0.74,0.147798,112.24936000000004,3.86,0.3974600000000001
MYS,0.3495363999999999,0.64508,0.5927739999999999,0.0009262996000000001,5.04,0.199758,-6.482960000000002,0.68,0.11263,118.00254000000002,3.92,0.4113
IDN,0.4340905999999999,0.5893999999999999,0.542772,0.018100201800000004,5.42,0.189624,-7.318940000000001,0.68,0.095118,117.11443999999996,3.92,0.42006400000000005
EST,0.17386419999999994,0.6873800000000001,0.7028200000000002,0.0023457014,5.44,0.213192,-5.73822,0.58,0.17365399999999998,116.88128,3.92,0.4193400000000001
ESP,0.21996160000000006,0.6405599999999998,0.66868,0.0139997252,4.56,0.208174,-6.20624,0.7,0.13228600000000004,115.08192000000004,3.92,0.477922
CZE,0.25279315199999997,0.6606799999999999,0.66206,0.006437958799999999,5.6,0.22036999999999995,-6.3987599999999984,0.58,0.17884399999999995,115.54542000000004,3.9,0.3884960000000001
CRI,0.22240841999999994,0.7220799999999999,0.677546,0.0033445388,4.98,0.20155200000000004,-5.704259999999998,0.66,0.15313400000000002,122.01742,3.9,0.5134479999999997
AUS,0.23612540000000004,0.6276999999999999,0.6717399999999999,0.051591096,5.66,0.2260280000000001,-6.54534,0.7,0.158502,120.29398,3.86,0.4366080000000001
