CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.275881664,0.6394800000000002,0.637166,0.0452269842,5.7,0.15018199999999998,-7.079779999999999,0.42,0.099362,121.17284000000004,4.0,0.40921799999999975
HND,0.2300259999999999,0.6916399999999999,0.6772400000000002,0.0045303921999999995,5.08,0.193376,-5.870300000000002,0.46,0.09015399999999997,122.17069999999998,3.98,0.543996
SWE,0.2578800775999999,0.5906999999999999,0.6074200000000001,0.06944175220000001,4.84,0.137086,-7.452220000000002,0.6,0.096986,120.64931999999999,3.98,0.3969520000000001
NOR,0.2977688976,0.6147,0.6271800000000001,0.0614044658,4.58,0.24397,-6.82722,0.6,0.09070399999999998,123.68717999999998,3.9,0.423492
LUX,0.2652948800000001,0.6681799999999999,0.6226700000000002,0.0811824138,4.62,0.16575200000000007,-6.766239999999999,0.56,0.073214,121.73442000000004,3.94,0.448912
CYP,0.209830904,0.66078,0.6218,0.0010534988000000002,5.08,0.14134799999999995,-6.5423199999999975,0.5,0.08904199999999997,121.46916,3.9,0.4801840000000001
BRA,0.2901148999999999,0.63544,0.61934,0.027486058200000003,5.6,0.15784599999999996,-6.950339999999998,0.42,0.10313199999999999,124.52982,3.94,0.440052
FRA,0.24850300000000006,0.6688000000000001,0.6406860000000002,0.10868723120000004,5.76,0.136982,-6.8344400000000025,0.4,0.11536,122.03918000000004,3.96,0.479132
ECU,0.26476538,0.6604800000000002,0.68806,0.025465695200000003,5.0,0.165422,-5.8102599999999995,0.44,0.07595800000000001,116.66890000000004,3.98,0.5256780000000001
GTM,0.23211976999999995,0.6722599999999999,0.6852600000000001,0.006196687999999999,4.94,0.16684000000000002,-5.91628,0.5,0.10329200000000001,118.16826,3.98,0.5033939999999998
BEL,0.247767778,0.6633600000000001,0.65542,0.08586738199999999,5.22,0.15765600000000002,-6.642179999999999,0.46,0.10231,121.15736000000004,3.96,0.40883
TUR,0.29055204,0.6584600000000002,0.614286,0.08537399960000001,4.94,0.18926400000000002,-7.7719799999999974,0.32,0.06957,123.34450000000002,3.98,0.42684000000000016
NLD,0.28548640000000003,0.6494800000000001,0.6652999999999998,0.05441375580000002,5.52,0.17697000000000002,-6.796800000000001,0.54,0.15434600000000004,120.4658,3.88,0.43339600000000017
HKG,0.293813972,0.6260600000000001,0.63836,0.060487079000000006,5.0,0.145532,-6.330460000000001,0.6,0.070528,119.65521999999993,3.98,0.413338
MYS,0.27292700000000003,0.6296,0.6174599999999998,0.0204144132,5.32,0.139928,-6.276599999999998,0.52,0.07118599999999999,120.97538,3.96,0.42452
IDN,0.356967586,0.5871399999999999,0.588172,0.034636383,5.74,0.13953,-6.9069600000000015,0.6,0.072676,120.91025999999994,3.98,0.39623800000000003
EST,0.16256518200000006,0.6115,0.64532,0.02208906040000001,5.24,0.14703999999999998,-6.882059999999997,0.52,0.08356999999999999,125.91054,4.0,0.3980559999999999
ESP,0.29429866,0.5873400000000002,0.664226,0.07822775240000003,4.52,0.12692400000000004,-6.8120600000000024,0.42,0.07773800000000003,116.15970000000002,3.98,0.4412060000000001
CZE,0.23797529800000006,0.66982,0.6657599999999998,0.0420714946,4.88,0.17311400000000002,-6.984220000000001,0.46,0.17119599999999996,127.41149999999998,3.96,0.4057740000000001
CRI,0.25962789199999997,0.6314400000000002,0.63036,0.023518905399999998,4.72,0.16527799999999992,-6.664760000000001,0.5,0.087658,122.24206000000004,3.92,0.4767900000000001
AUS,0.26221186,0.6400200000000001,0.6448400000000001,0.06438444019999999,5.06,0.159852,-6.628599999999998,0.48,0.091448,124.13073999999999,3.96,0.4083020000000001
LVA,0.17031257200000002,0.6567599999999999,0.6463800000000001,0.0672791348,4.82,0.17640600000000006,-6.613939999999999,0.6,0.083752,124.32235999999996,3.98,0.410576
GBR,0.2394335200000001,0.5892599999999999,0.6767399999999999,0.05925058599999997,6.06,0.159388,-6.301479999999998,0.5,0.086646,130.07206000000002,3.96,0.4380119999999999
DEU,0.15053946,0.6601,0.6856399999999998,0.1149939366,5.1,0.139284,-6.743280000000001,0.52,0.10137,119.31878,4.04,0.3974400000000001
URY,0.203798762,0.6236800000000001,0.6981399999999996,0.0045260352,4.88,0.194828,-6.04724,0.54,0.06972400000000001,118.63434000000002,3.98,0.5638340000000001
SVK,0.14793511199999998,0.6875199999999999,0.6725000000000001,0.016075377200000004,6.02,0.180974,-6.1698400000000015,0.52,0.14686200000000005,124.34598000000001,3.98,0.4409880000000001
ARG,0.18854821200000008,0.5959200000000002,0.6823400000000001,0.024284517200000005,4.6,0.17021199999999995,-6.5282800000000005,0.48,0.06590000000000001,122.02960000000004,3.98,0.499434
TWN,0.2668806,0.6461,0.5902299999999998,0.0919558598,4.92,0.13105999999999998,-7.2128200000000025,0.44,0.072758,127.53100000000003,4.0,0.4355579999999999
USA,0.2306405620000001,0.6214599999999998,0.6244999999999998,0.05482780580000001,4.96,0.14559599999999998,-6.460880000000002,0.6,0.10905800000000004,123.69069999999996,3.96,0.4024539999999999
PRT,0.2258255720000001,0.59148,0.61344,0.14688431319999995,5.0,0.14555399999999996,-7.474619999999999,0.48,0.09361,120.15746,3.98,0.3869259999999998
IRL,0.17127418600000002,0.6154199999999999,0.6872,0.06312655620000003,5.42,0.145892,-6.147479999999999,0.62,0.075178,124.97823999999999,4.0,0.4498119999999999
DOM,0.22860978,0.6954399999999998,0.65814,0.003934312400000001,5.42,0.163826,-5.858320000000001,0.56,0.123266,121.9148,4.0,0.5010760000000001
CHE,0.2728075579999999,0.6346,0.63176,0.07481855020000001,4.84,0.14723799999999998,-7.152460000000001,0.5,0.099506,130.96611999999996,3.98,0.3946400000000001
LTU,0.215689712,0.6441000000000001,0.6296200000000002,0.04624173779999999,5.08,0.14107199999999998,-6.8159199999999975,0.48,0.08464400000000001,119.39216,4.02,0.402138
