CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.2681074000000001,0.7028399999999998,0.5690399999999999,0.0027190768,6.24,0.17632800000000004,-7.5972800000000005,0.5,0.14454599999999998,118.36701999999997,3.94,0.4989759999999998
HND,0.179566,0.7560600000000001,0.6654399999999997,0.0005759744000000001,6.0,0.17896399999999996,-5.371019999999999,0.6,0.14632799999999999,121.17625999999998,3.98,0.59746
SWE,0.27366956000000003,0.6721600000000001,0.55974,0.013565224799999992,6.18,0.186878,-8.131599999999999,0.66,0.14679399999999998,118.04602,3.92,0.4516199999999999
NOR,0.3503144,0.6685000000000002,0.5320159999999999,0.062293408000000015,5.48,0.189744,-8.402320000000001,0.64,0.13666000000000006,123.92588000000002,3.98,0.4634839999999998
LUX,0.26991380000000004,0.7513199999999999,0.6357599999999999,0.0255472468,5.7,0.182564,-6.5265200000000005,0.32,0.16865,123.9314,4.04,0.5299400000000002
CYP,0.3321310000000001,0.6912400000000001,0.5940199999999999,0.013293082000000005,5.6,0.168304,-6.9246599999999985,0.4,0.12493399999999995,108.12113999999997,3.92,0.4633959999999999
BRA,0.38234686,0.70696,0.6783999999999999,0.024037671800000004,6.36,0.2410679999999999,-5.550920000000001,0.52,0.13584799999999994,132.98438000000002,3.96,0.60234
FRA,0.35950940000000003,0.7333799999999998,0.5678799999999999,0.020008030999999992,5.4,0.152944,-7.27014,0.48,0.14028399999999994,116.66432,3.96,0.5258400000000001
ECU,0.21780999999999992,0.7695799999999999,0.6613799999999999,0.0216332442,5.08,0.16656200000000002,-5.8037800000000015,0.54,0.123098,125.81618000000002,4.02,0.6223000000000001
GTM,0.2451464,0.7341799999999999,0.63488,0.0334665102,5.8,0.1727520000000001,-5.484619999999999,0.64,0.11715000000000003,122.19118000000002,3.96,0.5847600000000001
BEL,0.316326,0.6966600000000001,0.5627960000000001,0.1049128078,5.48,0.15905600000000006,-8.465560000000002,0.52,0.14186200000000004,119.1804,3.96,0.4867279999999999
