CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.303957422,0.5489999999999999,0.552784,0.1068584452,5.18,0.185492,-8.79124,0.56,0.10110400000000004,116.72798,3.96,0.34511
HND,0.19078603000000005,0.565,0.68376,0.013947844199999998,5.76,0.18182599999999996,-6.5043200000000025,0.74,0.06423999999999999,122.0023,4.02,0.465504
SWE,0.26138346,0.6171399999999998,0.6125427600000001,0.0727810562,5.94,0.17213200000000006,-7.343760000000002,0.62,0.150366,118.54342000000004,3.9,0.44922
NOR,0.2629574,0.6360859999999999,0.6421007600000002,0.0320035808,4.8,0.18568199999999999,-6.7681,0.58,0.17380800000000002,118.39438,4.04,0.44726400000000005
LUX,0.27508779743589745,0.5953589743589744,0.6464871794871795,0.1596505697435897,5.153846153846153,0.2224666666666668,-8.116076923076923,0.6666666666666666,0.11088461538461536,115.34820512820512,3.9230769230769234,0.4151923076923077
CYP,0.273750334,0.5768799999999998,0.601256,0.1623051406,5.0,0.186264,-8.415939999999999,0.5,0.07436599999999999,118.01305999999997,3.94,0.403612
BRA,0.29045008200000005,0.6335999999999999,0.598658,0.025782004200000003,4.7,0.17835400000000004,-7.1466199999999995,0.54,0.10718599999999999,116.9393,4.02,0.4326380000000001
FRA,0.23956386,0.6139600000000001,0.6187779999999999,0.11312804279999995,5.24,0.171812,-7.289899999999998,0.6,0.08705600000000001,122.05622,3.94,0.4364259999999999
ECU,0.2604217999999999,0.664,0.64498,0.04502877839999999,5.6,0.15675800000000004,-6.685039999999999,0.66,0.07671599999999999,117.11681999999999,4.0,0.513944
GTM,0.2565221,0.6432000000000001,0.6140180000000002,0.0499252082,5.08,0.14191199999999998,-7.861659999999998,0.76,0.06545400000000001,122.10624,3.94,0.531304
BEL,0.28357323199999995,0.604846,0.6064459999999999,0.0908500366,5.08,0.19831400000000002,-7.368380000000001,0.52,0.08769600000000002,118.56904000000004,4.0,0.3864839999999998
TUR,0.4742270120000001,0.5611999999999999,0.457828,0.21096482140000006,5.64,0.20344600000000004,-10.469999999999997,0.52,0.08323600000000002,112.40598,3.84,0.3531720000000001
NLD,0.3091391599999999,0.6675599999999998,0.6047760000000001,0.0826652462,5.66,0.1684,-7.828660000000002,0.54,0.134074,118.06856,3.88,0.445194
HKG,0.32902338,0.5871799999999997,0.61552,0.006017634799999999,5.4,0.159918,-6.09924,0.7,0.07511600000000003,121.26140000000004,4.0,0.42005600000000004
MYS,0.47635079999999996,0.5502399999999998,0.5095580000000001,0.0521062294,4.56,0.18511800000000006,-7.201259999999998,0.66,0.06540400000000003,117.8761,3.98,0.396216
IDN,0.3744799999999999,0.5899399999999999,0.5851700000000001,0.0691106568,5.82,0.217726,-7.154519999999998,0.64,0.06035,116.71148,3.98,0.4660540000000001
EST,0.2832366000000001,0.6495399999999999,0.6262600000000001,0.0416946986,5.9,0.16338600000000006,-7.093380000000001,0.5,0.090932,116.85989999999998,3.9,0.500818
ESP,0.32156096199999995,0.6018600000000001,0.6186780000000001,0.0915890276,5.1,0.199294,-7.488580000000001,0.64,0.10125000000000002,120.70418,3.94,0.42041999999999996
CZE,0.2370498600000001,0.61392,0.609598,0.0627342224,5.02,0.18884199999999995,-7.757120000000001,0.7,0.11143599999999998,110.07235999999996,3.94,0.4133819999999999
CRI,0.2483444000000001,0.6644600000000002,0.6866599999999998,0.04357228500000001,5.68,0.18478799999999992,-6.0099199999999975,0.62,0.10373,114.57034000000004,4.0,0.5477879999999999
AUS,0.332728914,0.6934,0.5830007599999999,0.10167364539999998,4.5,0.170252,-7.9133999999999975,0.68,0.15617799999999998,120.70986000000002,3.96,0.428588
LVA,0.2534790119999999,0.6262199999999999,0.6287399999999997,0.048339455199999985,4.96,0.16581,-6.806400000000003,0.58,0.101036,120.41086000000001,4.04,0.4704440000000001
GBR,0.27343649200000003,0.67656,0.59618076,0.07136038119999996,5.8,0.166444,-7.410260000000001,0.68,0.17656200000000008,118.98276,4.0,0.44224399999999997
DEU,0.28996902,0.6700400000000001,0.60766276,0.0708234614,5.66,0.19157999999999994,-6.875780000000002,0.68,0.1788820000000001,118.18232000000003,3.96,0.4375259999999999
URY,0.24775,0.6542800000000001,0.7083000000000002,0.0149786554,5.88,0.19318200000000005,-6.664560000000005,0.5,0.08650799999999997,123.02166,3.92,0.609344
SVK,0.270187782,0.63422,0.6035159999999999,0.054861696000000015,5.94,0.16641399999999995,-8.00442,0.6,0.123054,116.39476,3.96,0.450032
ARG,0.31830301999999994,0.6653,0.624838,0.0530249448,4.78,0.18355800000000005,-7.3560399999999975,0.52,0.11387000000000005,115.99432000000004,3.98,0.51134
TWN,0.3894035304,0.5462199999999999,0.5827720000000001,0.035969087200000006,4.28,0.20559000000000008,-6.758320000000001,0.64,0.07863200000000001,120.29652,4.04,0.41084
USA,0.3235484,0.6105,0.56224076,0.07386401440000001,5.04,0.183748,-7.592260000000002,0.68,0.12412200000000005,116.96379999999998,3.92,0.398134
PRT,0.3689878000000001,0.65878,0.5766200000000001,0.0016740634,4.16,0.16231600000000004,-6.902319999999999,0.58,0.14970999999999998,120.09142000000004,4.02,0.457882
IRL,0.2984670220000001,0.615186,0.5952000000000001,0.07216913479999999,3.86,0.16375399999999996,-7.1884000000000015,0.72,0.119622,115.16388,4.0,0.423926
DOM,0.29410744000000005,0.66372,0.6666000000000001,0.03391581,4.52,0.155328,-6.770060000000001,0.58,0.09118999999999998,119.56514,4.0,0.54732
CHE,0.2892068,0.5831879999999999,0.580122,0.11652827000000003,4.46,0.166574,-8.5912,0.54,0.13554600000000006,113.70393999999999,4.02,0.3758419999999998
LIE,0.29,0.7879999999999999,0.745,0.0,5.0,0.0373,-7.072,1.0,0.258,135.278,4.0,0.672
LTU,0.2589822400000001,0.6441199999999998,0.62556,0.1204136848,5.4,0.14900200000000002,-7.266420000000003,0.5,0.09678200000000002,116.98380000000002,3.94,0.43117600000000017
JPN,0.28576151000000005,0.53281,0.6799479999999999,0.10878323119999997,5.68,0.18244000000000002,-6.5454399999999975,0.64,0.061262,118.11482,3.92,0.480112
BOL,0.22906638,0.6542399999999999,0.6833800000000001,0.0013473482,5.06,0.192948,-6.182480000000001,0.66,0.07777200000000001,124.15131999999998,3.94,0.5482
NIC,0.23469184,0.6228,0.6681,0.0015891988,4.82,0.17997800000000005,-6.3890800000000025,0.64,0.07506600000000001,121.72828,3.96,0.5163600000000002
COL,0.3598735304000001,0.604486,0.5868500000000002,0.07931364179999999,5.02,0.17540399999999998,-8.30752,0.42,0.10179000000000002,117.77483999999998,3.98,0.4448260000000001
HUN,0.332036,0.591086,0.584138,0.1987912982,5.9,0.15480200000000002,-8.570320000000002,0.44,0.092942,118.0087,3.86,0.33552400000000004
SGP,0.4418421999999998,0.5697800000000001,0.537934,0.08206350359999998,5.04,0.15638199999999994,-7.80558,0.56,0.077206,114.25867999999998,3.92,0.406444
MEX,0.3413165800000001,0.6018800000000001,0.6110780000000002,0.035630859399999985,4.84,0.182588,-7.681760000000001,0.62,0.09348199999999997,117.0988,3.96,0.4821060000000001
BGR,0.2219875999999999,0.6709800000000001,0.60822,0.006324178600000001,4.6,0.18799800000000005,-6.6207199999999995,0.58,0.13054600000000005,123.72273999999996,4.0,0.43911999999999995
ITA,0.312072602,0.60246,0.5939500000000002,0.114143378,4.76,0.20589,-8.11778,0.64,0.095102,119.45818,4.0,0.399516
DNK,0.248466698,0.6507059999999999,0.6548800000000002,0.05838841719999997,6.0,0.182518,-6.76008,0.68,0.13705399999999998,122.924,3.98,0.4537859999999999
PAN,0.2174928,0.6460799999999999,0.69414,0.0319229368,5.18,0.16707200000000005,-6.08418,0.64,0.09269400000000004,120.09298000000004,4.0,0.4714620000000002
PHL,0.4089243999999999,0.59318,0.5419719999999999,0.042516446,5.42,0.1688039999999999,-7.184280000000001,0.74,0.07036400000000001,122.08627999999996,3.9,0.397912
NZL,0.2952212340000001,0.620306,0.58812276,0.06941106080000001,5.06,0.15656399999999998,-7.349259999999999,0.78,0.15873600000000002,119.54314,4.04,0.4552980000000001
PER,0.2647042800000001,0.6573000000000002,0.708518,0.0048222792,5.62,0.18184000000000008,-5.536759999999999,0.48,0.092072,114.75464000000002,4.0,0.535004
AND,0.3670553125,0.6106250000000001,0.6413749999999999,0.061232870625,5.8125,0.231534375,-7.328874999999999,0.78125,0.07120625,118.9826875,3.875,0.5604374999999999
AUT,0.20822660000000007,0.67476,0.6631200000000002,0.0662810758,5.56,0.158272,-6.758240000000002,0.62,0.11874600000000007,114.39134,3.94,0.4835899999999998
FIN,0.20639912400000004,0.607526,0.6717427599999998,0.0491278184,5.5,0.19289800000000001,-6.76518,0.58,0.126944,121.35173999999998,3.88,0.464962
MLT,0.24942300000000006,0.6160800000000001,0.6026799999999998,0.0348180756,5.44,0.16713599999999998,-7.060280000000001,0.56,0.07805,117.93119999999996,3.96,0.44853999999999977
GRC,0.4198847179999998,0.5883400000000001,0.5166639999999999,0.15685307560000006,4.68,0.16786199999999998,-9.34708,0.48,0.08364400000000001,121.66666000000004,3.98,0.41556000000000004
SLV,0.2544725399999999,0.6488200000000001,0.7300799999999998,0.010983066000000001,5.32,0.14788600000000002,-5.707940000000002,0.66,0.06776599999999998,119.17446000000004,3.98,0.5571680000000001
GLO,0.3475101999999999,0.62958,0.5490007600000001,0.0371031994,5.14,0.187102,-7.338839999999999,0.64,0.141286,120.63271999999996,4.0,0.436814
CHL,0.26729442,0.6480199999999999,0.66196,0.056194912,5.0,0.16210400000000005,-6.534540000000002,0.62,0.101818,115.324,3.94,0.5119659999999999
CAN,0.3087305,0.6258000000000002,0.5552407599999999,0.07738042820000003,5.44,0.17043800000000006,-8.116639999999999,0.66,0.13567000000000004,121.34395999999997,3.98,0.396836
ISL,0.1897894100000001,0.6736200000000001,0.6441399999999999,0.027303894,4.24,0.205616,-7.267559999999998,0.54,0.11167600000000004,114.56716000000002,3.98,0.4854280000000002
PRY,0.221024728,0.65984,0.68672,0.04499303840000001,5.24,0.147324,-5.86048,0.64,0.07196200000000001,122.71178000000002,4.0,0.5819200000000001
