CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.34911675,0.6082200000000001,0.57327,0.11842194160000002,5.86,0.183968,-8.6373,0.56,0.10067600000000004,121.80958,3.98,0.4827560000000001
HND,0.2429800000000001,0.7312799999999998,0.7086400000000002,0.0028420716000000013,4.9,0.16540799999999994,-5.324339999999999,0.56,0.11807000000000002,114.47520000000004,4.0,0.5643
SWE,0.16053062999999998,0.6592600000000002,0.7075000000000001,0.0306055868,5.74,0.195742,-6.47884,0.56,0.131192,120.87907999999996,4.0,0.5646000000000001
NOR,0.18707203,0.6531600000000002,0.68884,0.07489462899999999,5.14,0.17684,-6.46252,0.68,0.11698199999999999,119.76075999999998,3.92,0.5373359999999997
LUX,0.20458714,0.6656,0.7001200000000002,0.0018524104,5.0,0.180606,-5.712980000000001,0.52,0.12829000000000002,121.11652000000004,3.98,0.4777399999999998
CYP,0.2282884000000001,0.68342,0.6703600000000003,0.0041236612,5.74,0.202448,-6.109619999999998,0.5,0.10818200000000004,116.71842,3.96,0.5211960000000001
BRA,0.2414376300000001,0.68792,0.6701999999999998,0.012058466800000002,4.74,0.15884799999999996,-6.225680000000002,0.6,0.121802,126.50284000000003,3.98,0.54952
FRA,0.22152003,0.7076399999999999,0.6743579999999997,0.0588147882,4.3,0.16962999999999995,-7.016660000000001,0.46,0.148988,120.47476,3.96,0.5097119999999999
ECU,0.2455206,0.7220799999999999,0.7224600000000001,0.0038283152,5.62,0.184044,-5.471180000000001,0.54,0.1205260000000001,118.21874,4.04,0.64402
GTM,0.26660520000000004,0.6950399999999998,0.69844,0.0049475622,5.24,0.15801600000000002,-5.633779999999999,0.54,0.12066600000000002,120.08068000000004,4.0,0.5768800000000001
BEL,0.23085423999999996,0.6807000000000002,0.6869,0.033633385200000004,4.98,0.193654,-6.15986,0.62,0.12018600000000006,124.89082,3.92,0.4713359999999999
TUR,0.29321200000000003,0.6801600000000001,0.61292,0.07586209000000001,3.96,0.15669799999999995,-7.7713800000000015,0.56,0.13665799999999995,116.72136000000002,3.96,0.45094399999999996
NLD,0.15891167,0.65952,0.70928,0.0181257708,4.88,0.18406799999999995,-6.004599999999999,0.52,0.127614,123.82463999999999,3.94,0.5071920000000002
HKG,0.2701132000000001,0.6267199999999999,0.66586,0.03285498459999999,5.3,0.20406,-6.2500399999999985,0.74,0.09220800000000004,129.51121999999998,3.96,0.4966579999999999
MYS,0.26717116,0.6130399999999999,0.65498,0.015366576399999997,4.7,0.16310200000000002,-6.49672,0.76,0.07468800000000002,126.78347999999998,3.94,0.4703939999999999
IDN,0.28426603999999994,0.6282999999999997,0.6527200000000001,0.0213652694,5.12,0.151146,-6.713299999999999,0.74,0.08833200000000001,124.096,3.98,0.44514400000000015
