CC,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
POL,0.19710628,0.72354,0.7025399999999999,0.004577282,5.9,0.16159400000000002,-6.486419999999999,0.42,0.151756,124.99178000000002,3.98,0.5794599999999999
HND,0.26789099999999993,0.7521399999999997,0.6576800000000002,0.012284587,5.54,0.18061,-5.522840000000002,0.6,0.14278400000000005,121.30559999999996,4.02,0.5902300000000001
SWE,0.23960346,0.6968199999999999,0.6684399999999999,0.04795758800000001,5.3,0.18195200000000006,-6.881519999999997,0.58,0.114658,118.79582,3.98,0.5399320000000001
NOR,0.19521946,0.7257399999999999,0.6406999999999999,0.005942821199999999,5.22,0.18181600000000006,-7.369240000000001,0.46,0.13908800000000002,125.24838,3.94,0.4885400000000001
LUX,0.22845399999999996,0.73188,0.65598,0.0131154486,5.5,0.17168599999999998,-6.40306,0.46,0.17629399999999998,121.92451999999996,4.02,0.5051440000000001
CYP,0.22200499999999995,0.70162,0.6885000000000001,0.004293651200000001,5.6,0.15866799999999995,-6.2442199999999985,0.42,0.11162200000000004,120.11474,4.0,0.532354
BRA,0.300264,0.7129000000000001,0.6454599999999999,0.0486097402,5.48,0.26007800000000003,-6.3636800000000004,0.54,0.12773000000000004,129.30488,3.98,0.571044
FRA,0.2763159999999999,0.7624799999999999,0.64412,0.0098206546,5.48,0.152224,-6.735980000000001,0.4,0.12596000000000002,120.81246,4.0,0.4978999999999999
ECU,0.27278459999999993,0.7562199999999999,0.69188,0.012295093000000002,6.34,0.166172,-5.08018,0.66,0.15419600000000006,123.30572,4.02,0.6352599999999999
GTM,0.31831940000000003,0.7359799999999999,0.6494,0.028511998600000005,5.8,0.16226599999999994,-5.695499999999997,0.62,0.14003200000000005,121.12737999999996,3.98,0.5847299999999999
BEL,0.25384481999999986,0.7403,0.6634200000000001,0.06729316800000001,5.6,0.18336,-7.278120000000001,0.54,0.121268,119.70121999999998,3.96,0.4665200000000001
TUR,0.361156,0.6651199999999999,0.5476360000000001,0.016700618400000002,4.86,0.136302,-9.337000000000002,0.26,0.13166600000000006,121.7624,3.98,0.43452399999999997
NLD,0.19383888,0.7331799999999999,0.66774,0.08784571800000003,5.18,0.17623999999999995,-7.07556,0.56,0.12143399999999999,114.191,4.0,0.489816
HKG,0.3304884,0.6113599999999999,0.601424,0.023097253199999997,5.1,0.19033800000000006,-7.317199999999999,0.68,0.08399200000000001,117.49368000000004,3.98,0.4535
MYS,0.3452376,0.59892,0.5601999999999999,0.005659432799999999,6.2,0.190902,-7.061940000000001,0.68,0.07870399999999997,124.45795999999996,3.92,0.4191599999999998
IDN,0.43536359999999996,0.5878599999999998,0.5261400000000003,0.016984451799999998,5.8,0.180802,-7.53556,0.7,0.072652,122.01237999999998,4.0,0.4125
EST,0.19392436,0.7227800000000001,0.6739800000000002,0.05135895260000002,5.52,0.1996600000000001,-6.828539999999998,0.6,0.12714000000000006,123.41867999999997,4.0,0.5107800000000001
ESP,0.2720514600000001,0.7189799999999995,0.6712280000000003,0.013008065600000002,6.16,0.18006599999999998,-5.92894,0.62,0.155528,127.15006,3.96,0.5978200000000001
CZE,0.24314179999999996,0.6985800000000001,0.6306000000000002,0.016098989999999997,5.8,0.1805700000000001,-7.508779999999998,0.58,0.117894,121.83168,3.98,0.5210800000000001
CRI,0.27549854,0.7298199999999998,0.6799200000000001,0.012872607799999998,6.06,0.16330799999999998,-5.460580000000001,0.58,0.15910000000000002,126.79099999999998,4.02,0.5922499999999999
VNM,0.35475840000000003,0.64384,0.5967600000000001,0.003962125,6.02,0.196336,-6.556659999999999,0.54,0.08530599999999999,118.68986,3.94,0.4938
AUS,0.2491566600000001,0.71714,0.6334000000000001,0.0400701866,4.86,0.16601600000000005,-6.4815999999999985,0.64,0.131274,120.20232,4.0,0.4987980000000002
LVA,0.304784,0.67698,0.6127400000000002,0.0071813402000000005,5.8,0.201876,-8.31202,0.76,0.08254600000000001,120.16508000000002,3.92,0.6306999999999999
GBR,0.24410648,0.7157199999999999,0.6406600000000001,0.008940276600000002,5.16,0.13717199999999996,-6.737219999999998,0.54,0.14507400000000004,123.32735999999996,3.98,0.53374
DEU,0.18426652000000004,0.7338600000000001,0.70548,0.062180815599999995,5.54,0.168196,-6.26048,0.42,0.10685000000000004,117.05661999999997,3.98,0.4675800000000001
URY,0.2482620000000001,0.7510600000000003,0.66896,0.012161551000000001,6.16,0.19257999999999995,-5.53458,0.56,0.17033,128.40711999999996,4.02,0.58862
SVK,0.19845060000000006,0.6872000000000001,0.66722,0.007390580200000002,5.32,0.18727599999999994,-6.454379999999998,0.6,0.11383600000000005,119.31002000000002,4.0,0.4943000000000003
ARG,0.31182000000000004,0.7582400000000002,0.6346400000000001,0.012735650000000005,6.34,0.17348399999999994,-6.3733,0.48,0.17313600000000004,129.97735999999998,4.02,0.6019720000000001
TWN,0.3986502,0.6126,0.5654199999999999,0.0517323682,5.26,0.18875199999999995,-7.278680000000002,0.68,0.06258399999999999,113.25144000000002,4.0,0.42523999999999995
USA,0.22152120000000006,0.74066,0.6319199999999999,0.026721837999999998,4.62,0.16391600000000006,-6.899020000000003,0.58,0.15833000000000005,115.80245999999997,4.0,0.51008
PRT,0.34594199999999986,0.69722,0.5997799999999999,0.0047854816,4.82,0.18617200000000006,-6.810540000000002,0.58,0.16978200000000004,120.69445999999998,3.98,0.519374
IRL,0.26138266,0.69706,0.63234,0.030269559799999995,5.02,0.15909800000000004,-6.747720000000003,0.48,0.12480800000000004,124.93774000000002,4.0,0.49527
DOM,0.2708504000000001,0.7639400000000001,0.7146399999999999,0.010545319199999998,6.14,0.201036,-4.655880000000002,0.58,0.15670599999999998,122.32241999999997,4.02,0.60646
CHE,0.22654686,0.7448,0.6625000000000001,0.018029627800000003,5.68,0.15752399999999994,-6.532199999999998,0.46,0.12192200000000004,121.55589999999997,3.98,0.5211799999999999
LTU,0.18855033999999996,0.7441200000000002,0.6502140000000002,0.0230834366,5.5,0.18296199999999999,-6.9076,0.52,0.120142,114.91838,4.0,0.477094
JPN,0.10583152,0.52984,0.8220000000000002,0.0013756418,4.52,0.246478,-4.271839999999999,0.76,0.06584000000000002,114.43967999999997,3.98,0.5485800000000001
BOL,0.25509600000000004,0.736,0.66908,0.0283631068,5.8,0.170354,-5.064240000000002,0.66,0.160696,129.30937999999998,4.02,0.6168400000000002
NIC,0.2591085999999999,0.7514599999999999,0.6653600000000001,0.012661607800000006,5.4,0.17380999999999994,-5.530699999999998,0.64,0.13196400000000005,123.10819999999997,3.98,0.5875699999999999
COL,0.2654328,0.7493799999999997,0.6940199999999999,0.032265516000000015,6.32,0.16877999999999999,-5.305540000000001,0.58,0.15481,126.23706,4.0,0.6312599999999998
HUN,0.19478576,0.69694,0.6886800000000001,0.005010410999999999,5.02,0.1693,-6.174760000000001,0.5,0.11886400000000005,119.89412,4.0,0.5010000000000001
SGP,0.3391296,0.6286999999999999,0.5768399999999998,0.002621436600000001,5.88,0.156558,-6.968019999999999,0.72,0.08016400000000001,120.88051999999998,3.92,0.4428000000000001
MEX,0.3320363000000001,0.7212599999999999,0.6230199999999999,0.0630423662,6.38,0.16305599999999995,-6.26628,0.62,0.13249799999999998,127.15958,3.98,0.5620700000000001
BGR,0.14233220000000002,0.7275399999999997,0.67616,0.004646615199999999,5.12,0.17076400000000005,-6.31214,0.52,0.16174800000000006,129.71771999999999,4.0,0.5823200000000002
ROU,0.220711,0.7252000000000001,0.6449200000000002,0.0040676006,5.48,0.175182,-6.2413599999999985,0.46,0.10711199999999999,116.03656000000002,4.04,0.5375
ZAF,0.14829076000000002,0.73406,0.6834200000000002,0.07018463720000001,6.08,0.17700400000000008,-6.816960000000003,0.62,0.11436400000000005,115.55552000000004,4.0,0.5151400000000003
IND,0.29988200000000004,0.6609,0.5977000000000001,0.023024634199999998,5.16,0.15369800000000006,-6.742839999999999,0.52,0.08536400000000002,112.0029,3.98,0.4501
ITA,0.2634434600000001,0.7072799999999999,0.6575799999999999,0.0235820838,5.26,0.18237000000000006,-6.660499999999997,0.56,0.132684,116.89354000000004,3.96,0.51095
DNK,0.15658598999999998,0.7362799999999998,0.6421799999999999,0.0161048222,5.52,0.152524,-7.663159999999999,0.52,0.17918800000000004,123.1213,4.0,0.5120399999999999
PAN,0.28114459999999997,0.7529199999999999,0.6860400000000003,0.012543939000000002,6.18,0.18009600000000006,-5.09366,0.66,0.16903200000000004,122.74956000000002,4.02,0.5928
PHL,0.3598056000000001,0.6229600000000001,0.5311600000000001,0.0010081878,5.58,0.15563000000000002,-7.861060000000001,0.74,0.088076,113.14396,3.96,0.4369000000000001
NZL,0.2623380600000001,0.7167399999999999,0.6204800000000003,0.009112207000000002,5.18,0.17200800000000002,-6.572079999999999,0.58,0.11803799999999998,117.19484000000004,3.96,0.46561
PER,0.2793226,0.7191999999999998,0.6657,0.009386425600000001,5.88,0.150286,-5.297299999999999,0.64,0.13727200000000006,123.30807999999998,4.0,0.5879519999999999
AND,0.2815968,0.6399199999999997,0.672142,0.0415276308,4.94,0.18999800000000006,-7.472800000000001,0.66,0.09073200000000001,119.45946,3.92,0.563808
THA,0.39522846,0.6538600000000001,0.5400600000000002,0.0057165344,5.4,0.15658000000000005,-7.507019999999999,0.74,0.07052800000000002,115.5168,3.9,0.5221600000000001
AUT,0.18815964,0.737,0.6914399999999999,0.0106559898,5.6,0.16049200000000005,-6.1541799999999975,0.48,0.12023199999999999,117.24029999999998,3.98,0.5100940000000002
FIN,0.2046852,0.67804,0.6764599999999998,0.026136074,5.72,0.15580999999999998,-7.108300000000002,0.42,0.10252399999999998,120.64328000000002,3.9,0.5415000000000001
MLT,0.22432114,0.6840999999999998,0.6607,0.0384766076,5.6,0.16225599999999998,-7.02338,0.64,0.106866,116.55886000000002,3.98,0.5226999999999999
GRC,0.25199380000000005,0.7419199999999999,0.6646000000000001,0.016218466799999998,5.56,0.155936,-7.243860000000001,0.36,0.16493200000000002,115.67264,3.96,0.46771599999999997
SLV,0.25851900000000005,0.74088,0.6936200000000001,0.013485998400000001,5.94,0.17815,-5.131640000000002,0.64,0.14808600000000005,119.22097999999998,4.02,0.5897099999999998
GLO,0.33477346,0.6917000000000002,0.5997600000000001,0.0152772666,5.8,0.15562200000000007,-6.724480000000001,0.6,0.123464,120.36666,3.94,0.473204
