date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2020-01-23,0.73452,0.59662,4.84,-7.416980000000001,0.54,0.12292399999999999,0.22464939999999994,0.05653654519999999,0.16218800000000005,0.49284799999999995,116.4895,3.98
2020-01-16,0.7430999999999998,0.58702,5.38,-7.511479999999999,0.5,0.132048,0.20152219999999996,0.0281109418,0.16546200000000005,0.48911999999999994,112.78600000000002,3.98
2020-01-09,0.7207399999999998,0.55731,5.24,-8.021500000000001,0.56,0.12493999999999998,0.23527940000000006,0.0608868098,0.18798600000000001,0.46640799999999993,113.89102000000001,3.96
2020-01-02,0.7191,0.59824,5.38,-7.20514,0.56,0.133246,0.2505138,0.0077501536,0.18628600000000003,0.49186,114.60434000000004,3.96
2019-12-26,0.73208,0.5804399999999998,4.84,-7.524159999999999,0.56,0.13686800000000002,0.28538479999999994,0.0216565316,0.16085600000000005,0.51082,118.24180000000003,3.98
2019-12-19,0.7394599999999997,0.5985999999999999,4.72,-6.991440000000001,0.56,0.14398800000000003,0.24101919999999996,0.014553209599999999,0.16410000000000002,0.49392,117.39765999999997,4.0
2019-12-12,0.7216199999999999,0.60772,5.64,-7.274700000000003,0.48,0.131434,0.24398539999999996,0.027736465399999997,0.17640599999999998,0.4818000000000001,119.85245999999998,3.98
2019-12-05,0.7067,0.61064,5.14,-7.31544,0.62,0.12911599999999995,0.23740480000000005,0.0200305822,0.15942800000000001,0.5172199999999999,125.86551999999998,4.02
2019-11-28,0.7194999999999999,0.57944,5.88,-7.569859999999998,0.52,0.11543,0.2176464,0.0068649294,0.16514599999999993,0.4987400000000002,123.44283999999999,3.96
2019-11-21,0.7261599999999998,0.5866620000000002,5.12,-7.518940000000002,0.56,0.12893,0.25066760000000005,0.0250207608,0.16918799999999998,0.502112,118.40176000000002,4.0
2019-11-14,0.7282800000000001,0.6078640000000001,5.34,-7.43448,0.48,0.13651600000000003,0.25240379999999996,0.04239118179999999,0.16038799999999998,0.530234,121.65394000000008,3.9
2019-11-07,0.7341,0.6166999999999999,6.44,-7.053020000000001,0.36,0.12715,0.20620256,0.022300749599999992,0.161844,0.538244,122.30526000000005,3.92
2019-10-31,0.7181199999999999,0.5976220000000001,6.66,-7.68334,0.42,0.12115799999999999,0.20877235999999996,0.0712169274,0.170624,0.5151399999999999,125.64095999999998,3.86
2019-10-24,0.7286,0.609372,7.02,-7.271420000000001,0.52,0.12672999999999998,0.21334376000000002,0.0809285936,0.17204599999999995,0.515554,127.46764000000005,3.8
2019-10-17,0.7167199999999998,0.60434,6.78,-7.52196,0.4,0.14168600000000003,0.25271316000000005,0.07980928320000001,0.18326600000000004,0.5267540000000001,127.89856,3.84
2019-10-10,0.7361399999999999,0.6499600000000001,6.52,-7.317020000000001,0.48,0.16019200000000006,0.19739796,0.0682800724,0.192406,0.5685980000000002,123.48268000000002,3.9
2019-10-03,0.7026400000000002,0.6326119999999998,5.7,-7.47394,0.36,0.13964600000000005,0.23980974000000002,0.08149528300000002,0.16599399999999995,0.5299540000000001,122.80319999999995,3.7
2019-09-26,0.7050800000000002,0.6222100000000002,5.4,-7.793019999999998,0.5,0.13833800000000002,0.24730462000000003,0.043767161400000004,0.16256,0.508944,125.78980000000001,3.76
2019-09-19,0.70886,0.5909199999999999,5.02,-7.917640000000001,0.62,0.14147400000000002,0.28373901999999995,0.032269893599999995,0.161674,0.5315780000000001,123.01160000000003,3.86
2019-09-12,0.71854,0.5955399999999998,5.4,-7.912560000000001,0.5,0.15908199999999995,0.25167716,0.0277931768,0.140778,0.4813940000000002,123.34354000000002,3.86
2019-09-05,0.7168200000000001,0.6038199999999998,5.9,-7.814639999999998,0.54,0.15337,0.24120257999999997,0.0373256854,0.14463399999999996,0.535714,121.72342,3.9
2019-08-29,0.70144,0.61842,5.14,-7.59504,0.54,0.15748,0.24239649999999993,0.024006976,0.151214,0.5581539999999999,127.54351999999996,3.98
2019-08-22,0.7201399999999998,0.61642,5.48,-7.011739999999999,0.58,0.17341600000000007,0.20563799999999993,0.005393567,0.160384,0.5394599999999999,122.88594,3.98
2019-08-15,0.7723199999999999,0.60988,5.28,-7.130759999999998,0.6,0.18432400000000004,0.18760680000000002,0.0028410832000000004,0.13284400000000005,0.5181600000000001,120.21758000000005,3.98
2019-08-08,0.7219399999999999,0.5903200000000001,5.08,-7.657160000000001,0.68,0.16756599999999996,0.2264676,0.021360703400000004,0.15424600000000002,0.5039000000000001,119.91108,3.92
2019-08-01,0.7464399999999999,0.62928,4.94,-6.763240000000001,0.64,0.174664,0.20464452000000002,0.039613041599999996,0.163796,0.47821400000000003,123.306,3.98
2019-07-25,0.7659,0.6436799999999999,5.66,-6.691140000000002,0.58,0.19447800000000004,0.20142196,0.0359169912,0.17370800000000003,0.556374,119.35498000000005,3.98
2019-07-18,0.7613600000000001,0.6378199999999999,5.62,-7.002620000000002,0.58,0.170392,0.20238235999999998,0.034321122,0.16175200000000006,0.5654340000000001,120.45268000000002,4.0
2019-07-11,0.7620600000000001,0.6476400000000001,5.66,-6.791039999999999,0.58,0.16415999999999997,0.18192112000000002,0.0465259472,0.17418200000000006,0.56256,116.62996,4.0
2019-07-04,0.7601800000000003,0.6190399999999999,5.36,-7.275660000000001,0.52,0.160836,0.17623292000000007,0.028622267,0.16344799999999995,0.5319799999999999,119.41859999999998,4.0
2019-06-27,0.7362799999999998,0.6421799999999999,5.52,-7.6631599999999995,0.52,0.17918800000000004,0.15658598999999998,0.0161048222,0.152524,0.51204,123.1213,4.0
